Source RAh RAm RAs DE- DEd DEm DEs Lbol Tbol Class RdiskA e_RdiskA RdiskV e_RdiskV MdiskA e_MdiskA MdiskV e_MdiskV QALMA QVLA SpIdxAV e_SpIdxAV SpIdxV e_SpIdxV Flag RA_deg DEC_deg FieldA A_Flux A_e_Flux A_PFlux A_RMS A_dBmaj A_dBmin A_dPA A_RA_deg A_DEC_deg DistanceA FieldV V_Flux V_e_Flux V_PFlux V_RMS V_dBmaj V_dBmin V_dPA V_RA_deg V_DEC_deg DistanceV
HOPS-85-A 5 35 28.189 - 5 3 41.2 14.2 174.2 Flat 17.7 10.0 43.4 10.0 14.7 0.6 352.5 26.1 23.83 0.86 1.7 0.07 0.9 0.46 dd 83.86745416666666 -5.061444444444445 HOPS-85 29.763 1.143 19.683 0.45 0.05 0.04 123.9 83.86745416666666 -5.061444444444445 392.8 HOPS-84 0.501 0.027 0.208 10.71 0.13 0.09 146.7 83.86746249999999 -5.06145 392.8
HOPS-85-B 5 35 28.193 - 5 3 41.29 14.2 174.2 Flat 9.0 10.0 "" "" 10.3 0.4 42.2 5.8 37.12 "" 2.5 0.08 12.0 2.78 dd 83.86747083333333 -5.061469444444445 HOPS-85 20.897 0.846 18.453 0.45 0.03 0.01 66.0 83.86747083333333 -5.061469444444445 392.8 HOPS-84 0.06 0.006 0.204 10.71 0.0 0.0 0.0 83.86747916666667 -5.0614638888888885 392.8
HOPS-86-A 5 35 23.654 - 5 1 40.26 2.9 112.7 I 56.4 10.0 "" "" 20.1 2.5 29.3 "" 20.94 "" "" "" "" "" du 83.84855833333333 -5.02785 HOPS-86 25.94 3.302 8.481 0.75 0.17 0.15 0.5 83.84855833333333 -5.02785 392.7 HOPS-87-88 "" "" "" 10.87 "" "" "" 83.84855833333333 -5.02785 392.7
HOPS-86-B 5 35 23.733 - 5 1 48.13 2.9 112.7 I 42.4 10.0 "" "" 46.0 3.6 29.3 "" 9.81 "" "" "" "" "" du 83.84888749999999 -5.030036111111111 HOPS-86 59.351 2.643 25.235 1.31 0.13 0.12 7.2 83.84888749999999 -5.030036111111111 392.7 HOPS-87-88 "" "" "" 12.52 "" "" "" 83.84888749999999 -5.030036111111111 392.7
HOPS-87 5 35 23.42 - 5 1 30.54 31.9 38.1 0 121.4 10.0 43.4 10.0 627.5 13.6 1510.3 17.9 0.28 0.16 2.7 0.06 2.7 0.1 dd 83.84758333333333 -5.02515 HOPS-87 1587.4 33.473 134.583 3.45 0.36 0.35 11.1 83.84758333333333 -5.02515 392.7 HOPS-87-88 2.632 0.03 1.001 7.5 0.13 0.11 29.7 83.8475875 -5.02515 392.7
HOPS-88 5 35 22.471 - 5 1 14.31 13.8 42.4 0 34.0 10.0 18.3 10.0 70.5 1.2 493.8 11.2 4.32 0.71 2.3 0.06 1.6 0.19 dd 83.84362916666666 -5.020641666666666 HOPS-88 141.984 2.46 79.732 0.83 0.1 0.09 166.9 83.84362916666666 -5.020641666666666 392.7 HOPS-87-88 0.697 0.015 0.53 7.6 0.06 0.04 169.6 83.84364166666666 -5.020647222222222 392.7
HOPS-89 5 35 19.975 - 5 1 2.56 1.4 158.3 Flat 39.4 10.0 26.7 10.0 22.0 0.7 232.3 28.2 25.88 2.55 2.1 0.08 3.0 0.94 dd 83.83322916666667 -5.017377777777778 HOPS-89 22.901 0.709 13.317 0.26 0.12 0.05 82.4 83.83322916666667 -5.017377777777778 392.7 HOPS-91 0.183 0.019 0.119 8.88 0.08 0.04 82.3 83.83324583333332 -5.017383333333333 392.7
HOPS-90 5 35 34.492 - 5 0 52.34 2.4 417.7 Flat 64.7 14.7 "" "" 3.2 0.6 "" "" 133.32 "" "" "" "" "" dn 83.89371666666666 -5.014538888888889 HOPS-90 3.933 0.766 1.794 0.21 0.19 0.11 110.4 83.89371666666666 -5.014538888888889 392.8 "" "" "" "" "" "" "" "" "" "" ""
HOPS-91 5 35 18.925 - 5 0 51.11 3.6 41.7 0 86.7 10.0 "" "" 22.9 1.1 22.8 "" 15.39 "" "" "" "" "" du 83.82885416666666 -5.014197222222222 HOPS-91 31.583 1.566 6.517 0.24 0.26 0.2 54.4 83.82885416666666 -5.014197222222222 392.7 HOPS-91 "" "" "" 7.6 "" "" "" 83.82885416666666 -5.014197222222222 392.7
HOPS-92-A-A 5 35 18.337 - 5 0 32.94 17.6 186.3 Flat 38.0 10.0 24.0 10.0 60.1 1.5 210.7 14.1 4.63 1.51 2.6 0.07 1.9 0.5 dd 83.82640416666666 -5.00915 HOPS-92 129.217 3.27 60.778 1.0 0.11 0.1 140.8 83.82640416666666 -5.00915 392.7 HOPS-91 0.316 0.018 0.22 8.91 0.07 0.06 172.9 83.8264125 -5.009152777777778 392.7
HOPS-92-A-B 5 35 18.328 - 5 0 33.18 17.6 186.3 Flat "" "" 5.3 10.0 2.0 0.5 50.7 6.2 "" 6.09 1.7 0.12 1.6 0.89 dd 83.82636666666666 -5.009216666666667 HOPS-92 4.364 1.003 3.543 1.0 0.0 0.0 0.0 83.82636666666666 -5.009216666666667 392.7 HOPS-91 0.076 0.008 0.056 8.89 0.02 0.01 56.4 83.82637083333333 -5.009213888888889 392.7
HOPS-92-B 5 35 18.27 - 5 0 33.92 17.6 186.3 Flat 58.0 10.0 32.7 10.0 79.9 2.0 466.0 16.3 3.14 0.65 2.4 0.06 1.7 0.26 dd 83.82612499999999 -5.009422222222223 HOPS-92 171.825 4.212 57.532 1.01 0.17 0.12 174.1 83.82612499999999 -5.009422222222223 392.7 HOPS-91 0.699 0.021 0.41 8.85 0.1 0.07 150.3 83.82613333333333 -5.009425 392.7
HOPS-93 5 35 15.048 - 5 0 8.05 0.4 107.3 I 99.4 10.0 35.7 10.0 67.8 1.9 498.4 50.3 9.97 1.59 2.2 0.07 1.7 0.76 dd 83.81269999999999 -5.002236111111111 HOPS-93 46.99 1.292 12.557 0.29 0.3 0.07 121.8 83.81269999999999 -5.002236111111111 392.7 HOPS-94 0.28 0.025 0.143 8.59 0.11 0.07 135.8 83.81270416666666 -5.002238888888889 392.7
HOPS-94 "" "" 0.0 "" "" "" 0.0 5.7 123.0 I "" "" 10.7 10.0 0.6 "" 47.8 7.1 "" 10.1 "" "" -1.3 1.5 ud "" "" HOPS-94 "" "" "" 0.22 "" "" "" "" "" 392.7 HOPS-94 0.054 0.008 0.047 7.6 0.03 0.02 49.2 83.8173625 -5.000697222222223 392.7
HOPS-95 5 35 34.205 - 4 59 52.41 0.7 41.8 0 36.0 10.0 9.0 10.0 19.2 0.8 65.4 15.2 37.48 12.45 2.5 0.12 4.0 2.19 dd 83.89252083333334 -4.997891666666667 HOPS-95 16.139 0.655 9.839 0.24 0.11 0.06 36.2 83.89252083333334 -4.997891666666667 392.8 HOPS-95 0.043 0.01 0.044 10.0 0.03 0.0 34.3 83.89252916666666 -4.997894444444444 392.8
HOPS-96 5 35 29.718 - 4 58 48.6 5.4 35.6 0 41.4 10.0 27.4 10.0 135.0 2.3 759.0 19.8 2.8 0.55 2.4 0.06 2.8 0.24 dd 83.873825 -4.980166666666666 HOPS-96 208.898 3.595 90.565 1.05 0.12 0.11 134.6 83.873825 -4.980166666666666 392.7 HOPS-96 0.845 0.022 0.415 6.9 0.08 0.07 164.1 83.87382083333333 -4.980169444444445 392.7
HOPS-99 5 34 29.468 - 4 55 30.25 1.2 48.9 0 32.0 10.0 20.6 10.0 13.1 0.6 116.4 19.9 47.84 5.56 2.1 0.1 2.5 1.46 dd 83.62278333333333 -4.9250694444444445 HOPS-99 13.044 0.646 8.38 0.24 0.1 0.07 27.3 83.62278333333333 -4.9250694444444445 392.1 HOPS-99 0.088 0.015 0.072 6.7 0.06 0.02 39.0 83.62278333333333 -4.9250750000000005 392.1
J05351805-050017.98 5 35 18.051 - 5 0 17.98 "" "" None "" "" 14.7 10.0 "" "" 231.6 21.3 "" 3.08 "" "" 2.3 0.48 nd 83.82521249999999 -5.004994444444445 "" "" "" "" "" "" "" "" "" "" "" HOPS-94 0.168 0.01 0.147 11.73 0.04 0.03 128.5 83.82521249999999 -5.004994444444445 392.7
J05352074-0515492 5 35 20.751 - 5 15 49.26 "" "" None "" "" 10.0 10.0 "" "" 1557.0 28.6 "" 0.49 "" "" -0.3 0.12 nd 83.8364625 -5.263683333333334 "" "" "" "" "" "" "" "" "" "" "" HOPS-56 1.129 0.016 1.05 11.55 0.03 0.02 139.7 83.8364625 -5.263683333333334 392.8
J054227.77-012902.2 5 42 27.764 - 1 20 2.2 "" "" None "" "" "" "" "" "" 348.2 18.4 "" "" "" "" -1.9 0.43 nd 85.61568333333334 -1.3339444444444444 "" "" "" "" "" "" "" "" "" "" "" HOPS-310 0.227 0.012 0.247 7.31 0.0 0.0 0.0 85.61568333333334 -1.3339444444444444 414.3
OMC1N-1-A 5 35 17.89 - 5 18 35.41 "" "" None "" "" 10.0 10.0 "" "" 69.0 12.9 "" 11.02 "" "" -1.7 1.9 nd 83.82454166666666 -5.309836111111111 "" "" "" "" "" "" "" "" "" "" "" OMC1N-1 0.05 0.009 0.041 8.52 0.03 0.02 5.7 83.82454166666666 -5.309836111111111 392.8
OMC1N-1-B 5 35 16.812 - 5 19 1.0 "" "" None "" "" 10.0 10.0 "" "" 95.2 14.8 "" 7.99 "" "" 2.8 1.03 nd 83.82005 -5.316944444444444 "" "" "" "" "" "" "" "" "" "" "" OMC1N-2-3 0.069 0.009 0.056 9.76 0.03 0.02 5.7 83.82005 -5.316944444444444 392.8
OMC1N-1-C 5 35 17.145 - 5 19 12.7 "" "" None "" "" 10.0 10.0 "" "" 120.0 12.8 "" 6.34 "" "" 3.2 0.78 nd 83.8214375 -5.320194444444444 "" "" "" "" "" "" "" "" "" "" "" OMC1N-2-3 0.087 0.009 0.071 8.46 0.03 0.02 5.7 83.8214375 -5.320194444444444 392.8
OMC1N-2-3 5 35 16.611 - 5 19 35.69 "" "" None "" "" 10.3 10.0 "" "" 103.4 13.7 "" 7.31 "" "" 2.7 0.98 nd 83.81921249999999 -5.326580555555555 "" "" "" "" "" "" "" "" "" "" "" OMC1N-2-3 0.075 0.009 0.053 9.16 0.03 0.02 6.3 83.81921249999999 -5.326580555555555 392.8
OMC1N-4-5-A 5 35 16.04 - 5 19 44.61 "" "" None "" "" "" "" "" "" 946.0 26.1 "" "" "" "" -0.3 0.18 nd 83.81683333333332 -5.329058333333333 "" "" "" "" "" "" "" "" "" "" "" OMC1N-4-5 0.686 0.015 0.58 9.6 0.0 0.0 0.0 83.81683333333332 -5.329058333333333 392.8
OMC1N-4-5-B 5 35 16.047 - 5 20 5.61 "" "" None "" "" "" "" "" "" 120.0 8.3 "" "" "" "" 3.1 0.62 nd 83.8168625 -5.334891666666667 "" "" "" "" "" "" "" "" "" "" "" OMC1N-4-5 0.087 0.006 0.084 7.63 0.0 0.0 0.0 83.8168625 -5.334891666666667 392.8
OMC1N-4-5-C 5 35 15.973 - 5 20 14.25 "" "" None "" "" 24.4 10.0 "" "" 809.5 27.9 "" 0.81 "" "" 1.3 0.29 nd 83.81655416666666 -5.337291666666666 "" "" "" "" "" "" "" "" "" "" "" OMC1N-4-5 0.587 0.02 0.371 7.7 0.07 0.05 148.9 83.81655416666666 -5.337291666666666 392.8
OMC1N-6-7-8-A-A 5 35 18.673 - 5 20 33.71 "" "" None "" "" 29.4 10.0 "" "" 1208.1 40.4 "" 0.52 "" "" -0.6 0.18 nd 83.82780416666667 -5.342697222222222 "" "" "" "" "" "" "" "" "" "" "" OMC1N-6-7-8 0.876 0.02 0.522 11.27 0.09 0.01 67.9 83.82780416666667 -5.342697222222222 392.8
OMC1N-6-7-8-A-B 5 35 18.66 - 5 20 33.82 "" "" None "" "" "" "" "" "" 106.2 12.0 "" "" "" "" 0.7 0.73 nd 83.82775 -5.342727777777777 "" "" "" "" "" "" "" "" "" "" "" OMC1N-6-7-8 0.077 0.006 0.076 11.21 0.0 0.0 0.0 83.82775 -5.342727777777777 392.8
OMC1N-6-7-8-B 5 35 18.192 - 5 20 48.46 "" "" None "" "" 28.4 10.0 "" "" 839.8 39.3 "" 0.76 "" "" 1.8 0.33 nd 83.8258 -5.346794444444444 "" "" "" "" "" "" "" "" "" "" "" OMC1N-6-7-8 0.609 0.023 0.321 9.53 0.09 0.06 105.4 83.8258 -5.346794444444444 392.8
OMC1N-6-7-8-C 5 35 18.001 - 5 20 55.76 "" "" None "" "" 30.7 10.0 "" "" 872.9 43.2 "" 0.72 "" "" 2.5 0.35 nd 83.82500416666666 -5.348822222222222 "" "" "" "" "" "" "" "" "" "" "" OMC1N-6-7-8 0.633 0.025 0.307 9.64 0.09 0.07 134.5 83.82500416666666 -5.348822222222222 392.8
OMC1N-6-7-8-D 5 35 16.659 - 5 20 44.44 "" "" None "" "" 11.7 10.0 "" "" 419.2 20.7 "" 1.77 "" "" 1.8 0.43 nd 83.8194125 -5.3456777777777775 "" "" "" "" "" "" "" "" "" "" "" OMC1N-6-7-8 0.304 0.015 0.265 7.72 0.04 0.02 43.8 83.8194125 -5.3456777777777775 392.8
OMC1N-6-7-8-E 5 35 15.698 - 5 20 39.32 "" "" None "" "" 15.3 10.0 "" "" 736.4 25.8 "" 0.96 "" "" 1.5 0.27 nd 83.81540833333332 -5.344255555555555 "" "" "" "" "" "" "" "" "" "" "" OMC1N-6-7-8 0.534 0.017 0.421 8.47 0.05 0.03 104.2 83.81540833333332 -5.344255555555555 392.8
OMC1N-6-7-8-F 5 35 16.278 - 5 21 9.13 "" "" None "" "" "" "" "" "" 117.2 11.3 "" "" "" "" 3.2 0.62 nd 83.81782499999998 -5.352536111111111 "" "" "" "" "" "" "" "" "" "" "" OMC1N-6-7-8 0.085 0.006 0.076 10.53 0.0 0.0 0.0 83.81782499999998 -5.352536111111111 392.8
OMC1N-6-7-8-G 5 35 15.402 - 5 21 13.98 "" "" None "" "" "" "" "" "" 166.9 14.8 "" "" "" "" 3.1 0.42 nd 83.814175 -5.353883333333333 "" "" "" "" "" "" "" "" "" "" "" OMC1N-6-7-8 0.121 0.006 0.11 13.8 0.0 0.0 0.0 83.814175 -5.353883333333333 392.8
OMC1N-6-7-8-H 5 35 15.604 - 5 21 26.88 "" "" None "" "" "" "" "" "" 344.8 22.4 "" "" "" "" 1.2 0.21 nd 83.81501666666666 -5.357466666666666 "" "" "" "" "" "" "" "" "" "" "" OMC1N-6-7-8 0.25 0.006 0.207 20.8 0.0 0.0 0.0 83.81501666666666 -5.357466666666666 392.8
OMC2-FIR4-ALMA1 5 35 26.785 - 5 10 8.83 "" "" None 48.4 10.0 "" "" 5.9 1.5 81.4 18.6 101.15 "" 1.9 0.13 0.6 1.97 dd 83.86160416666667 -5.169119444444445 HOPS-369 5.574 0.728 3.301 0.53 0.14 0.04 110.5 83.86160416666667 -5.169119444444445 392.8 HOPS-108 0.059 0.013 0.054 7.26 0.0 0.0 0.0 83.8616 -5.169116666666667 392.8
QSOJ0536187-0625454 5 36 18.751 - 6 45 25.44 "" "" None "" "" "" "" "" "" 615.9 21.1 "" "" "" "" -1.0 0.29 nd 84.07812916666666 -6.757066666666667 "" "" "" "" "" "" "" "" "" "" "" HOPS-168 0.469 0.016 0.454 9.16 0.0 0.0 0.0 84.07812916666666 -6.757066666666667 383.3
QSOJ0536225-0625136 5 36 22.551 - 6 25 13.63 "" "" None "" "" "" "" "" "" 3475.7 46.6 "" "" "" "" -0.4 0.04 nd 84.0939625 -6.420452777777778 "" "" "" "" "" "" "" "" "" "" "" HOPS-173-380 2.625 0.014 2.69 20.61 0.0 0.0 0.0 84.0939625 -6.420452777777778 384.9
S13-006006 "" "" 0.0 "" "" "" 0.0 "" "" None "" "" "" "" 0.7 "" "" "" "" "" "" "" "" "" un "" "" S13-006006 "" "" "" 0.24 "" "" "" "" "" 388.4 "" "" "" "" "" "" "" "" "" "" ""
S13-021010 "" "" 0.0 "" "" "" 0.0 "" "" None "" "" "" "" 0.8 "" "" "" "" "" "" "" "" "" un "" "" S13-021010 "" "" "" 0.24 "" "" "" "" "" 392.0 "" "" "" "" "" "" "" "" "" "" ""
S13-038002 "" "" 0.0 "" "" "" 0.0 "" "" None "" "" "" "" 0.7 "" "" "" "" "" "" "" "" "" un "" "" S13-038002 "" "" "" 0.24 "" "" "" "" "" 383.0 "" "" "" "" "" "" "" "" "" "" ""
V1334Ori 5 35 17.923 - 5 15 32.84 "" "" None "" "" 43.7 13.0 "" "" 200.0 46.1 "" 2.96 "" "" -0.1 1.47 nd 83.82467916666667 -5.2591222222222225 "" "" "" "" "" "" "" "" "" "" "" HOPS-56 0.145 0.027 0.079 11.03 0.13 0.06 119.2 83.82467916666667 -5.2591222222222225 392.8
V2273Ori 5 35 15.602 - 4 59 27.96 "" "" None "" "" "" "" "" "" 190.2 30.0 "" "" "" "" -0.0 0.78 nd 83.81500833333332 -4.9911 "" "" "" "" "" "" "" "" "" "" "" HOPS-94 0.138 0.013 0.13 12.74 0.0 0.0 0.0 83.81500833333332 -4.9911 392.7
V2358Ori 5 35 19.811 - 5 15 35.2 "" "" None "" "" 29.4 15.3 2.9 0.8 103.4 26.6 "" 6.13 1.5 0.15 1.4 2.09 dd 83.83254583333333 -5.259777777777778 HOPS-56 2.718 0.54 2.171 0.35 0.0 0.0 0.0 83.83254583333333 -5.259777777777778 392.8 HOPS-56 0.075 0.019 0.062 9.02 0.09 0.01 138.8 83.83254583333333 -5.259769444444444 392.8
VLA15 5 35 26.41 - 5 10 5.94 "" "" None 136.1 10.0 58.7 10.0 130.1 5.8 733.8 45.0 3.48 0.77 2.3 0.07 1.7 0.5 dd 83.86004166666666 -5.168316666666667 HOPS-108 122.941 1.649 20.485 0.96 0.41 0.11 87.3 83.86004166666666 -5.168316666666667 392.8 HOPS-108 0.532 0.031 0.178 7.37 0.18 0.07 85.7 83.86004166666666 -5.168319444444445 392.8
VLA16 5 35 26.824 - 5 10 5.62 "" "" None 33.0 10.0 "" "" 7.1 1.2 55.2 16.8 92.62 "" 2.2 0.15 2.3 2.36 dd 83.86176666666667 -5.168227777777778 HOPS-108 6.664 0.81 4.239 0.41 0.1 0.08 164.8 83.86176666666667 -5.168227777777778 392.8 HOPS-108 0.04 0.012 0.041 7.12 0.0 0.0 0.0 83.86176666666667 -5.168233333333333 392.8
